Id,Norte,Este,Expediente,Pueblo,Colonia_Ba,Territoria,Alcaldia,Fecha_de_I,Instalado
1697,-99.089478,19.193203,2019-REGASA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/11,Programa SCALL
1698,-99.029319,19.193805,2020-FRLEJU-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/18,Programa SCALL
1699,-99.047921,19.200706,2021-BERORA-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/06/29,Programa SCALL
1700,-99.018742,19.19077,2022-PAJIMI-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/07/20,Programa SCALL
1701,-98.995981,19.187647,2023-IBORCI-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/06/20,Programa SCALL
1702,-99.023368,19.198369,2024-MUJIJA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/06/25,Programa SCALL
1703,-99.088898,19.193647,2025-HEBAMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/30,Programa SCALL
1704,-99.01783,19.190451,2026-MEQUMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/23,Programa SCALL
1705,-98.991587,19.172716,2029-MACREL-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/06/14,Programa SCALL
1706,-99.069663,19.204515,2030-MEGAMI-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/11,Programa SCALL
1707,-99.018049,19.19246,2031-BAESVE-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/06/27,Programa SCALL
1708,-99.003035,19.177799,2032-ROTEJO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/07/07,Programa SCALL
1709,-99.090957,19.193925,2033-SATOMI-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/13,Programa SCALL
1710,-99.019265,19.187983,2034-MEFLSE-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/06/15,Programa SCALL
1711,-99.067068,19.203755,2035-AVSAFR-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/17,Programa SCALL
1712,-99.017639,19.190481,2036-GRLAMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/10,Programa SCALL
1713,-98.998905,19.176298,2037-ROMAJU-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/06/11,Programa SCALL
1714,-99.01757,19.190063,2039-QUMAGA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/07/15,Programa SCALL
1715,-99.021701,19.185929,2040-GARAJO-MIA-22,VILLA MILPA ALTA,BARRIO LOS ANGELES,NO APLICA,MILPA ALTA,2022/06/23,Programa SCALL
1716,-99.045004,19.199826,2042-GAGUPA-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/08/29,Programa SCALL
1717,-99.069565,19.186123,2043-GACAIR-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/18,Programa SCALL
1718,-99.019016,19.187296,2044-AGRAMI-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/08,Programa SCALL
1719,-99.070264,19.208415,2047-JAMUNO-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/06,Programa SCALL
1720,-99.0245,19.187254,2048-ROLOIR-MIA-22,VILLA MILPA ALTA,BARRIO LA LUZ,NO APLICA,MILPA ALTA,2022/05/30,Programa SCALL
1721,-99.0682,19.214529,2049-MEFLCL-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/22,Programa SCALL
1722,-99.033997,19.194403,2050-PORECL-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/06/15,Programa SCALL
1723,-99.003136,19.177302,2051-GUMEVE-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/07/07,Programa SCALL
1724,-99.053041,19.208201,2052-FLGAJU-MIA-22,SAN PEDRO ATOCPAN,SAN PEDRO ATOCPAN - ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
1725,-99.070285,19.189326,2053-ORVAYE-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1726,-99.01921,19.186733,2054-REPESE-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/07/30,Programa SCALL
1727,-98.996089,19.224737,2055-ILAYJU-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,MILPA ALTA,2022/05/05,Programa SCALL
1728,-99.0212,19.187091,2057-ZUBERI-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/05/20,Programa SCALL
1729,-99.066911,19.185551,2058-ROROFO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/08,Programa SCALL
1730,-98.998042,19.175817,2060-PAARNI-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/06/17,Programa SCALL
1731,-99.027388,19.202203,2062-GAGUAN-MIA-22,VILLA MILPA ALTA,BO. SANTA MARTHA- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
1732,-99.067932,19.204271,2064-LAANDI-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/11,Programa SCALL
1733,-99.018023,19.190611,2065-BAMUDA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/05/06,Programa SCALL
1734,-99.089853,19.1932,2067-JIDOJU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/01,Programa SCALL
1735,-99.019778,19.188947,2068-ALDIMO-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/05/20,Programa SCALL
1736,-99.067898,19.204298,2069-LOMOIM-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/11,Programa SCALL
1737,-99.026114,19.193426,2070-LAFLIR-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/07/15,Programa SCALL
1738,-99.091106,19.19397,2072-ALSEMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/29,Programa SCALL
1739,-99.009553,19.182848,2073-JAESBE-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA XOLCO,NO APLICA,MILPA ALTA,2022/07/04,Programa SCALL
1740,-99.08892,19.197477,2074-CAROTE-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/11/28,Programa SCALL
1741,-99.026733,19.186921,2075-ARGAJO-MIA-22,VILLA MILPA ALTA,BARRIO LA LUZ,NO APLICA,MILPA ALTA,2022/07/15,Programa SCALL
1742,-99.022985,19.193322,2077-GOSUSE-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/07/14,Programa SCALL
1743,-99.087622,19.195501,2078-GOMAGU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/13,Programa SCALL
1744,-99.071103,19.184044,2079-QUJIGI-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/06/23,Programa SCALL
1745,-99.025879,19.194024,2080-FLGAJO-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/06/07,Programa SCALL
1746,-99.090775,19.19352,2081-RIMOLE-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
1747,-99.019029,19.185072,2082-LOLOMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/22,Programa SCALL
1748,-99.02497,19.191152,2083-ALALMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/06/23,Programa SCALL
1749,-99.071606,19.18372,2084-METEEL-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/07/14,Programa SCALL
1750,-98.988588,19.211879,2085-RAPEEL-MIA-22,SAN ANTONIO TECOMITL,SAN ANTONIO TECóMITL - ZE,NO APLICA,MILPA ALTA,2022/12/20,Programa SCALL
1751,-99.071022,19.182753,2086-VILOCE-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/12,Programa SCALL
1752,-99.019229,19.185115,2087-NAABVE-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/21,Programa SCALL
1753,-99.071606,19.18372,2088-PEMEAB-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/07/14,Programa SCALL
1754,-99.029319,19.193805,2089-LEMEMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/18,Programa SCALL
1755,-99.069435,19.186073,2091-VICAAR-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/08/09,Programa SCALL
1756,-99.07376,19.182101,2092-LOALCO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/28,Programa SCALL
1757,-99.031789,19.192893,2093-PEMAES-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/02,Programa SCALL
1758,-99.029368,19.19472,2095-MECAMI-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/12/22,Programa SCALL
1759,-99.071293,19.182624,2096-LOORMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/07/05,Programa SCALL
1760,-99.023355,19.197447,2097-ROLAJO-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/07/05,Programa SCALL
1761,-99.071245,19.180357,2098-MAHEMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1762,-99.025421,19.192381,2099-ALROSI-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/09/22,Programa SCALL
1763,-99.070481,19.181083,2100-REAMAL-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/01,Programa SCALL
1764,-99.026013,19.194818,2101-GAUREM-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/08/15,Programa SCALL
1765,-99.023661,19.189244,2102-ACJAPA-MIA-22,VILLA MILPA ALTA,BARRIO LOS ANGELES,NO APLICA,MILPA ALTA,2022/06/29,Programa SCALL
1766,-99.015472,19.203027,2104-AGLOMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/08/10,Programa SCALL
1767,-99.025307,19.192822,2105-SAHEAR-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/05/28,Programa SCALL
1768,-99.071152,19.180304,2106-SAFLFE-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/12,Programa SCALL
1769,-99.030631,19.195554,2107-MEALAM-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/05/30,Programa SCALL
1770,-99.071068,19.180214,2108-MAESAL-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
1771,-98.998253,19.172672,2109-SAESFE-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/06/17,Programa SCALL
1772,-99.069427,19.20393,2110-GOSASH-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/17,Programa SCALL
1773,-99.071527,19.179434,2112-MABAFR-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
1774,-99.024498,19.189396,2114-SAMEIS-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/06/23,Programa SCALL
1775,-99.069573,19.188092,2116-GOMOJO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/08/23,Programa SCALL
1776,-99.073541,19.181244,2118-VIVAMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1777,-99.069443,19.188459,2119-LIGODE-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/02,Programa SCALL
1778,-99.03393,19.188073,2120-ARROAC-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/18,Programa SCALL
1779,-99.028823,19.191692,2123-ACPEIR-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/05/30,Programa SCALL
1780,-99.074181,19.182442000000002,2124-BAGOMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1781,-99.025428,19.192761,2125-ARMEPE-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/08/27,Programa SCALL
1782,-99.072984,19.207069,2126-DEBRDI-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/09/20,Programa SCALL
1783,-99.025375,19.19161,2127-LIMACA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/09/26,Programa SCALL
1784,-99.067163,19.184316,2128-SASAMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1785,-99.069199,19.202505,2130-LUFUMI-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/01,Programa SCALL
1786,-99.066644,19.183355,2131-VAMAMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1787,-99.087649,19.187066,2132-ROFEOF-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/01,Programa SCALL
1788,-99.069644,19.185028,2133-DIITAL-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
1789,-99.067953,19.207547,2134-ALFUAP-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/29,Programa SCALL
1790,-99.025957,19.190278,2135-REALPA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/07,Programa SCALL
1791,-99.071514,19.186501,2136-CARIIR-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/08/22,Programa SCALL
1792,-99.027648,19.189021,2137-MOCAAL-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/06/29,Programa SCALL
1793,-99.066137,19.185893,2138-ROMOVI-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/09/12,Programa SCALL
1794,-99.071576,19.205872,2139-ESFUJO-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/01,Programa SCALL
1795,-99.089689,19.195293,2140-BOALJO-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/13,Programa SCALL
1796,-99.068184,19.184249,2141-REREKA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
1797,-99.003041,19.178378,2143-JUBASI-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/06/17,Programa SCALL
1798,-99.025688,19.196545,2144-URVELU-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/06/09,Programa SCALL
1799,-99.028061,19.190229,2145-OLCRMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/09/01,Programa SCALL
1800,-99.068387,19.183639,2148-CRCRJA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/16,Programa SCALL
1801,-99.001393,19.175064,2149-BAPAMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MIGUEL (STA ANA TLACOTENCO),NO APLICA,MILPA ALTA,2022/06/24,Programa SCALL
1802,-99.068013,19.206952,2150-DEFUJU-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/17,Programa SCALL
1803,-99.089437,19.195248,2151-MOSALU-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/13,Programa SCALL
1804,-99.027893,19.19186,2153-RICARO-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/09/20,Programa SCALL
1805,-99.071373,19.206914,2154-RUMOGU-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/10/24,Programa SCALL
1806,-99.022856,19.199273,2156-MASAIS-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/08/23,Programa SCALL
1807,-99.036963,19.201795,2157-NIPEMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/06,Programa SCALL
1808,-99.071388,19.206144,2158-CAJUJO-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/06,Programa SCALL
1809,-99.028925,19.193503,2159-LAELAL-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/09/12,Programa SCALL
1810,-99.019506,19.183667,2160-SAGUPE-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/06/15,Programa SCALL
1811,-99.067017,19.185331,2161-ROORDA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1812,-98.997145,19.168749,2162-JUGOSI-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/08/27,Programa SCALL
1813,-99.026278,19.191305,2163-MEMERO-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/18,Programa SCALL
1814,-99.070389,19.187912,2164-SAMOJO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
1815,-99.034693,19.197037,2165-MACRAN-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/06/07,Programa SCALL
1816,-99.067027,19.186484,2166-MELOAN-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/28,Programa SCALL
1817,-99.072253,19.203587,2167-BEBEEV-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/06,Programa SCALL
1818,-99.045425,19.20027,2168-GAROJO-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/06/21,Programa SCALL
1819,-99.069114,19.17397,2170-MIMAMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/08/23,Programa SCALL
1820,-99.070114,19.204573,2171-GABACA-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/04,Programa SCALL
1821,-99.064693,19.185471,2172-LOMEAL-MIA-22,SAN PABLO OZTOTEPEC,BO. SAN JUAN- ZE,NO APLICA,MILPA ALTA,2022/11/29,Programa SCALL
1822,-99.073045,19.18005,2174-CRPELU-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/07/12,Programa SCALL
1823,-99.069547,19.204734,2175-MACRFE-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/22,Programa SCALL
1824,-99.004663,19.22044,2176-ALMOIV-MIA-22,SAN ANTONIO TECOMITL,BO. TENANTITLA- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
1825,-99.048157,19.196135,2177-NAMIJO-MIA-22,SAN PEDRO ATOCPAN,BARRIO PANCHIMALCO,NO APLICA,MILPA ALTA,2022/07/21,Programa SCALL
1826,-99.069531,19.186066,2178-URSARO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/07/02,Programa SCALL
1827,-99.065294,19.206162,2179-MAANAN-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/17,Programa SCALL
1828,-99.072731,19.181383,2180-RICRGA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/23,Programa SCALL
1829,-99.069531,19.186066,2181-VIDOPA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/07/02,Programa SCALL
1830,-99.068111,19.184572,2182-NISABR-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/06/06,Programa SCALL
1831,-99.073688,19.181959,2183-CAFLRA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/09/15,Programa SCALL
1832,-99.066978,19.206205,2184-ANRANE-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/09/20,Programa SCALL
1833,-99.073213,19.181968,2185-SOMEMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/07/02,Programa SCALL
1834,-99.070039,19.186255,2186-SASEVA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/06,Programa SCALL
1835,-99.021909,19.194864,2187-CHMEMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/06/23,Programa SCALL
1836,-99.070703,19.210234,2188-HEVIRO-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/15,Programa SCALL
1837,-99.073494,19.182674,2189-VARADO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/07/05,Programa SCALL
1838,-99.065075,19.205371,2190-BRANGE-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/07/29,Programa SCALL
1839,-99.03351,19.170968,2191-ESAVEF-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/07/05,Programa SCALL
1840,-99.069371,19.189002,2192-NURERE-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/08/26,Programa SCALL
1841,-99.070151,19.186603,2193-GODOED-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/07/12,Programa SCALL
1842,-99.068779,19.204208,2194-ROPEVE-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/06/22,Programa SCALL
1843,-99.027621,19.191849,2195-ABMECA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/04,Programa SCALL
1844,-99.07204,19.191152,2196-RAMERO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/08,Programa SCALL
1845,-99.029521,19.177552,2197-OLMEMA-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/06/14,Programa SCALL
1846,-99.0699,19.187879,2199-SAJUSA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/12,Programa SCALL
1847,-99.060836,19.181796,2200-DOLIMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,MILPA ALTA,2022/07/13,Programa SCALL
1848,-99.033351,19.174694,2201-PUMUPE-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/06/11,Programa SCALL
1849,-99.032871,19.195946,2202-ROOSGA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/07/05,Programa SCALL
1850,-99.071717,19.18429,2203-TELOMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/06/18,Programa SCALL
